case,config,part_a,part_b,part_a_name,part_b_name,is_adjacent,mean_bbox_overlap,volume_bbox_overlap,thin_axis_overlap,normalized_center_distance,normalized_center_distance_xy,invalid_overlap_penalty,pair_separation_or_contact_score
0013_01_frame001,front_back_occupancy_true,1,2,torso_shoulder,left_arm_endpoint,True,0.6497619378324894,0.6331109845244289,0.7823839644119815,0.2185348343060778,0.10778536371945355,0.0,0.6126671526846368
0013_01_frame001,front_back_occupancy_true,1,3,torso_shoulder,right_arm_endpoint,True,0.818421357241061,0.8074675986594403,0.8156388725863929,0.14051967865763165,0.049518751145874035,0.0,0.7984481621410957
0013_01_frame001,front_back_occupancy_true,1,4,torso_shoulder,left_leg,True,0.8796491358214612,0.8752455288582652,1.0,0.4854696644468457,0.3323913952590649,0.0,0.22071787461410003
0013_01_frame001,front_back_occupancy_true,1,5,torso_shoulder,right_leg,True,0.8718666020525961,0.8506798741222767,1.0,0.47316928283445786,0.39330552243500644,0.0,0.16733585561016917
0013_01_frame001,front_back_occupancy_true,1,6,torso_shoulder,left_foot_endpoint,False,0.7223702018421373,0.5508093928962483,1.0,0.5962504863480178,0.28028775889770513,0.7411902279066779,0.8281256754833581
0013_01_frame001,front_back_occupancy_true,1,7,torso_shoulder,right_foot_endpoint,False,0.6473791446079403,0.0,1.0,0.6752621890468574,0.6034797985108363,0.0,0.9378641514539686
0013_01_frame001,front_back_occupancy_true,2,3,left_arm_endpoint,right_arm_endpoint,False,0.432534040329108,0.2638206453357486,0.5862114844499697,0.3511923279688923,0.15382665020212552,0.1611010013830582,0.48776712217901713
0013_01_frame001,front_back_occupancy_true,2,4,left_arm_endpoint,left_leg,False,0.8220974168728432,0.7754480936228664,1.0,0.44603225757490583,0.38270906010466604,1.0,0.6194892466318137
0013_01_frame001,front_back_occupancy_true,2,5,left_arm_endpoint,right_leg,False,0.7685030340702911,0.6735058691406941,1.0,0.5083856445344448,0.4591689237196021,0.8853549467943002,0.7060911729645066
0013_01_frame001,front_back_occupancy_true,2,6,left_arm_endpoint,left_foot_endpoint,False,0.8816783567791724,0.8751310176840349,1.0,0.46101744454698024,0.2784884201993216,1.0,0.6403020063152504
0013_01_frame001,front_back_occupancy_true,2,7,left_arm_endpoint,right_foot_endpoint,False,0.6666666666666666,0.0,1.0,0.741719341688613,0.6726047774193278,0.0,1.0
0013_01_frame001,front_back_occupancy_true,3,4,right_arm_endpoint,left_leg,False,0.7910386755640703,0.7564902860303953,1.0,0.58562463661536,0.3412587969108709,1.0,0.8133675508546667
0013_01_frame001,front_back_occupancy_true,3,5,right_arm_endpoint,right_leg,False,0.8229311375542743,0.81317316712664,1.0,0.5389329431009339,0.39153313879712365,1.0,0.7485179765290748
0013_01_frame001,front_back_occupancy_true,3,6,right_arm_endpoint,left_foot_endpoint,False,0.6666666666666666,0.0,1.0,0.7021406705500041,0.3132624820041975,0.0,0.9751953757638946
0013_01_frame001,front_back_occupancy_true,3,7,right_arm_endpoint,right_foot_endpoint,False,0.5305796760593373,0.0,1.0,0.6963294378194791,0.5968346084439115,0.0,0.967124219193721
0013_01_frame001,front_back_occupancy_true,4,5,left_leg,right_leg,False,0.9418813389462871,0.940970360305324,0.9886972541598158,0.16611038875342007,0.09611819825341351,0.85,0.230708873268639
0013_01_frame001,front_back_occupancy_true,4,6,left_leg,left_foot_endpoint,True,0.7752140542362459,0.7737102473243903,0.745682417588182,0.3782825805535976,0.1758425618649261,0.0,0.44965063153760604
0013_01_frame001,front_back_occupancy_true,4,7,left_leg,right_foot_endpoint,False,0.8121972571418757,0.8064144960318922,0.7637946021505518,0.41501727163529817,0.29899456760324383,0.95,0.5764128772712475
0013_01_frame001,front_back_occupancy_true,5,6,right_leg,left_foot_endpoint,False,0.7298290002631824,0.7221630216438397,0.8163492241540412,0.4985000375190341,0.2719566772475337,0.9207842595890477,0.6923611632208807
0013_01_frame001,front_back_occupancy_true,5,7,right_leg,right_foot_endpoint,True,0.8773598911128649,0.8730821480021153,0.8359033266145328,0.29164727545829405,0.21345651635428903,0.0,0.3789856670141301
